               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 333,             0.02458,             0.00747,                   0,             0.75636,             0.46568,             0.53579,             0.31144,            0.042851,           0.0093784,                   0,           0.0089044,           0.0089044,           0.0089044
                 334,            0.023513,           0.0085094,                   0,             0.78023,                 0.5,             0.55994,             0.31382,            0.041751,           0.0093837,                   0,           0.0089011,           0.0089011,           0.0089011
                 335,             0.02451,            0.008285,                   0,             0.92569,             0.41526,             0.56336,             0.28926,            0.042516,           0.0096936,                   0,           0.0088978,           0.0088978,           0.0088978
                 336,            0.023644,           0.0077144,                   0,              0.8787,             0.38333,              0.4883,             0.26054,            0.043083,            0.011063,                   0,           0.0088945,           0.0088945,           0.0088945
                 337,            0.025043,           0.0083012,                   0,             0.65105,                 0.4,             0.50877,              0.2681,            0.042897,            0.010162,                   0,           0.0088912,           0.0088912,           0.0088912
                 338,            0.024532,           0.0085239,                   0,             0.77651,             0.43333,             0.53783,             0.28371,             0.04255,           0.0095329,                   0,           0.0088879,           0.0088879,           0.0088879
                 339,            0.024609,           0.0092148,                   0,             0.63945,             0.50254,             0.53964,             0.29206,            0.041945,           0.0095301,                   0,           0.0088846,           0.0088846,           0.0088846
                 340,            0.025712,           0.0075061,                   0,             0.65384,             0.48333,             0.52517,             0.28952,            0.042211,           0.0094948,                   0,           0.0088813,           0.0088813,           0.0088813
                 341,            0.023652,           0.0074532,                   0,             0.61889,             0.46019,             0.48225,             0.28184,            0.045351,           0.0090985,                   0,            0.008878,            0.008878,            0.008878
                 342,             0.02458,           0.0074661,                   0,             0.65841,             0.41667,             0.47422,             0.26442,            0.042802,            0.009757,                   0,           0.0088747,           0.0088747,           0.0088747
                 343,            0.022792,           0.0081224,                   0,             0.61779,             0.45807,             0.48772,             0.28062,            0.040563,           0.0094342,                   0,           0.0088714,           0.0088714,           0.0088714
                 344,            0.022056,           0.0073564,                   0,             0.65599,                0.45,             0.48924,             0.26992,             0.03928,           0.0090933,                   0,           0.0088681,           0.0088681,           0.0088681
                 345,            0.023171,            0.006844,                   0,             0.72884,             0.48333,              0.5138,             0.29615,            0.040161,           0.0086584,                   0,           0.0088648,           0.0088648,           0.0088648
                 346,             0.02307,           0.0076139,                   0,             0.60804,             0.41667,             0.40973,             0.23518,            0.042445,            0.011275,                   0,           0.0088615,           0.0088615,           0.0088615
                 347,            0.024021,           0.0090105,                   0,             0.74931,                0.45,             0.50002,             0.26952,            0.040933,           0.0088186,                   0,           0.0088582,           0.0088582,           0.0088582
                 348,            0.022944,           0.0072065,                   0,             0.53054,                 0.4,              0.4107,             0.24253,            0.045605,           0.0094042,                   0,           0.0088549,           0.0088549,           0.0088549
                 349,             0.02308,           0.0089852,                   0,             0.79734,             0.41667,             0.50958,               0.283,            0.040302,           0.0095987,                   0,           0.0088516,           0.0088516,           0.0088516
                 350,            0.024341,            0.008132,                   0,             0.79366,             0.44879,             0.53753,             0.29362,            0.041268,           0.0097818,                   0,           0.0088483,           0.0088483,           0.0088483
                 351,              0.0255,           0.0082349,                   0,             0.68965,             0.55562,             0.55926,             0.30472,            0.041896,           0.0097632,                   0,            0.008845,            0.008845,            0.008845
                 352,            0.023579,           0.0075098,                   0,             0.77181,                0.55,             0.57331,             0.28649,            0.044171,            0.010056,                   0,           0.0088417,           0.0088417,           0.0088417
                 353,            0.023094,           0.0075443,                   0,             0.61518,             0.36667,             0.40332,             0.16795,            0.048564,            0.013937,                   0,           0.0088384,           0.0088384,           0.0088384
                 354,            0.022949,           0.0087664,                   0,              0.9022,             0.46139,             0.55125,             0.27944,            0.043255,             0.01032,                   0,           0.0088351,           0.0088351,           0.0088351
                 355,             0.02359,           0.0073243,                   0,             0.83925,             0.48333,             0.53898,             0.28595,            0.042403,           0.0099292,                   0,           0.0088318,           0.0088318,           0.0088318
                 356,            0.021616,           0.0080337,                   0,             0.70296,             0.53333,             0.54098,              0.2787,            0.041021,            0.010689,                   0,           0.0088285,           0.0088285,           0.0088285
                 357,            0.023671,           0.0082579,                   0,             0.77446,             0.53333,             0.56329,             0.28256,            0.042206,            0.010583,                   0,           0.0088252,           0.0088252,           0.0088252
                 358,            0.022898,           0.0079251,                   0,              0.8111,             0.50096,             0.58056,             0.31199,            0.042035,             0.01009,                   0,           0.0088219,           0.0088219,           0.0088219
                 359,            0.023103,           0.0082529,                   0,             0.76256,             0.31667,              0.3843,             0.19832,            0.050212,            0.013339,                   0,           0.0088186,           0.0088186,           0.0088186
                 360,            0.023773,            0.006483,                   0,             0.72085,             0.36667,             0.46599,             0.23622,            0.047816,            0.012039,                   0,           0.0088153,           0.0088153,           0.0088153
                 361,            0.024281,           0.0078922,                   0,             0.76062,             0.46667,             0.52524,             0.26027,            0.045225,            0.011285,                   0,            0.008812,            0.008812,            0.008812
                 362,            0.023619,           0.0079494,                   0,             0.70563,             0.38333,             0.44897,             0.23067,             0.04746,            0.012133,                   0,           0.0088087,           0.0088087,           0.0088087
                 363,             0.02286,           0.0094971,                   0,             0.65352,                0.45,             0.49982,             0.26981,            0.044759,            0.011099,                   0,           0.0088054,           0.0088054,           0.0088054
                 364,            0.021874,            0.007133,                   0,             0.67122,             0.47645,             0.49632,             0.28564,            0.044203,           0.0099902,                   0,           0.0088021,           0.0088021,           0.0088021
                 365,             0.02221,            0.008173,                   0,             0.63616,                 0.5,             0.51751,             0.30011,            0.040119,           0.0096641,                   0,           0.0087988,           0.0087988,           0.0087988
                 366,              0.0235,           0.0073698,                   0,             0.72877,             0.49269,             0.53033,             0.28472,            0.041179,           0.0094604,                   0,           0.0087955,           0.0087955,           0.0087955
                 367,             0.02572,           0.0073114,                   0,             0.75409,             0.46667,             0.48924,             0.25585,            0.041261,             0.01026,                   0,           0.0087922,           0.0087922,           0.0087922
                 368,            0.024113,           0.0073627,                   0,             0.75469,             0.43333,             0.49038,              0.2781,            0.042045,           0.0092602,                   0,           0.0087889,           0.0087889,           0.0087889
                 369,            0.023888,           0.0072735,                   0,             0.75584,             0.43333,             0.51992,             0.30156,            0.042793,           0.0090327,                   0,           0.0087856,           0.0087856,           0.0087856
                 370,            0.024268,           0.0071901,                   0,             0.66341,             0.45998,             0.51386,             0.29895,            0.042349,           0.0094013,                   0,           0.0087823,           0.0087823,           0.0087823
                 371,            0.022927,           0.0073361,                   0,             0.61016,             0.46959,             0.48823,             0.27479,            0.043925,            0.010081,                   0,            0.008779,            0.008779,            0.008779
                 372,            0.022361,           0.0078559,                   0,             0.74796,             0.43333,             0.52329,             0.29272,             0.04237,           0.0096974,                   0,           0.0087757,           0.0087757,           0.0087757
                 373,            0.023102,           0.0072747,                   0,             0.81553,             0.44222,             0.53874,             0.28531,            0.042926,           0.0094137,                   0,           0.0087724,           0.0087724,           0.0087724
                 374,            0.022907,            0.008064,                   0,             0.83049,             0.43333,             0.50672,             0.27158,            0.042189,           0.0095377,                   0,           0.0087691,           0.0087691,           0.0087691
                 375,            0.023568,           0.0067534,                   0,             0.73786,             0.46918,             0.52451,             0.29622,             0.04059,           0.0098615,                   0,           0.0087658,           0.0087658,           0.0087658
                 376,            0.023141,           0.0072794,                   0,             0.69388,             0.52897,             0.52468,             0.29841,            0.040964,           0.0097613,                   0,           0.0087625,           0.0087625,           0.0087625
                 377,            0.021844,           0.0072912,                   0,             0.73368,             0.51667,             0.54957,             0.30476,            0.040581,           0.0095654,                   0,           0.0087592,           0.0087592,           0.0087592
                 378,            0.022654,           0.0077298,                   0,             0.73241,             0.54745,             0.56759,             0.32274,            0.040671,           0.0092874,                   0,           0.0087559,           0.0087559,           0.0087559
                 379,            0.024758,           0.0072503,                   0,             0.68912,             0.43333,             0.51412,              0.2815,            0.041203,            0.010861,                   0,           0.0087526,           0.0087526,           0.0087526
                 380,            0.021656,           0.0077237,                   0,             0.70627,                0.55,             0.57158,             0.32396,            0.040512,           0.0097508,                   0,           0.0087493,           0.0087493,           0.0087493
                 381,            0.024014,           0.0086395,                   0,             0.61911,             0.51667,             0.52694,             0.29661,            0.041317,           0.0099821,                   0,            0.008746,            0.008746,            0.008746
                 382,            0.021639,           0.0067283,                   0,             0.80667,             0.41728,             0.52257,             0.27781,            0.043845,           0.0099783,                   0,           0.0087427,           0.0087427,           0.0087427
                 383,            0.021975,           0.0082785,                   0,             0.63012,                 0.5,             0.50974,             0.28783,            0.042565,            0.010059,                   0,           0.0087394,           0.0087394,           0.0087394
                 384,            0.022298,           0.0078184,                   0,             0.68997,             0.48221,             0.54769,             0.29045,            0.041285,            0.010975,                   0,           0.0087361,           0.0087361,           0.0087361
                 385,             0.02017,           0.0086231,                   0,             0.72093,             0.51667,             0.55552,             0.31923,            0.040528,           0.0097075,                   0,           0.0087328,           0.0087328,           0.0087328
                 386,            0.022477,           0.0085874,                   0,             0.78828,             0.46667,             0.55348,             0.28514,            0.039707,            0.010305,                   0,           0.0087295,           0.0087295,           0.0087295
                 387,            0.021879,           0.0069543,                   0,             0.91657,             0.43333,             0.54941,             0.29455,            0.040403,            0.010446,                   0,           0.0087262,           0.0087262,           0.0087262
                 388,            0.021491,           0.0078892,                   0,             0.79186,             0.46667,             0.52063,             0.29315,            0.043157,           0.0099916,                   0,           0.0087229,           0.0087229,           0.0087229
                 389,            0.022835,           0.0073562,                   0,             0.74617,             0.44107,             0.48707,             0.28631,            0.043611,           0.0093389,                   0,           0.0087196,           0.0087196,           0.0087196
                 390,            0.023821,           0.0077796,                   0,             0.88803,             0.39664,              0.4959,             0.26736,            0.041938,            0.010226,                   0,           0.0087163,           0.0087163,           0.0087163
